time,open,high,low,close,tick_volume,spread,real_volume
1745524800,1.33282,1.33337,1.33167,1.33205,2835,10,0
1745528400,1.33205,1.33269,1.3314599999999999,1.33258,2239,10,0
1745532000,1.33259,1.33442,1.3323800000000001,1.3336700000000001,2507,10,0
1745535600,1.33368,1.33481,1.33355,1.33395,1712,10,0
1745539200,1.33341,1.33395,1.33219,1.33283,661,68,0
1745542800,1.3330199999999999,1.33393,1.33294,1.33366,1573,10,0
1745546400,1.3336700000000001,1.33374,1.33234,1.33269,1858,11,0
1745550000,1.33269,1.33269,1.33053,1.3306499999999999,3975,11,0
1745553600,1.3306499999999999,1.33138,1.32971,1.32988,3318,11,0
1745557200,1.3299,1.33074,1.32987,1.33048,2660,11,0
1745560800,1.33048,1.3317,1.32855,1.32865,4035,11,0
1745564400,1.32865,1.32905,1.32788,1.32866,3296,11,0
1745568000,1.32867,1.3292,1.32735,1.32782,3487,11,0
1745571600,1.32783,1.33068,1.32739,1.33045,3820,11,0
1745575200,1.33046,1.33135,1.32948,1.32976,5061,11,0
1745578800,1.32976,1.33043,1.32891,1.33017,3045,11,0
1745582400,1.33018,1.33091,1.32953,1.32986,2714,11,0
1745586000,1.32986,1.33173,1.32864,1.33171,3020,11,0
1745589600,1.33171,1.33172,1.33048,1.3306200000000001,2406,10,0
1745593200,1.33061,1.33257,1.33061,1.33224,3163,10,0
1745596800,1.33225,1.33269,1.32972,1.33053,4139,4,0
1745600400,1.33066,1.33213,1.33052,1.33078,4212,10,0
1745604000,1.33079,1.33294,1.32988,1.33282,3156,10,0
1745607600,1.33282,1.33317,1.3318400000000001,1.33186,2696,10,0
1745611200,1.33186,1.33288,1.33157,1.33247,2978,10,0
1745614800,1.33246,1.33307,1.33173,1.33288,2135,10,0
1745618400,1.33288,1.33317,1.33182,1.3318400000000001,1859,10,0
1745622000,1.33185,1.33222,1.3309199999999999,1.33094,1249,10,0
1745798400,1.3298,1.33018,1.3298,1.32989,234,124,0
1745802000,1.32999,1.33112,1.32927,1.32985,1907,11,0
1745805600,1.32985,1.33056,1.32876,1.32895,1883,11,0
1745809200,1.32894,1.3304,1.32887,1.32996,3320,11,0
1745812800,1.32996,1.33051,1.32856,1.32867,3185,11,0
1745816400,1.32866,1.32911,1.32795,1.3287900000000001,2554,11,0
1745820000,1.3288,1.32982,1.32867,1.32944,1932,11,0
1745823600,1.32944,1.33151,1.32917,1.33147,2273,11,0
1745827200,1.33147,1.33271,1.3314300000000001,1.33156,2644,11,0
1745830800,1.33156,1.33172,1.32876,1.32958,4449,11,0
1745834400,1.32958,1.33099,1.32937,1.33049,4021,11,0
1745838000,1.33047,1.33334,1.3304,1.33285,3761,11,0
1745841600,1.33285,1.33541,1.33285,1.33419,4060,11,0
1745845200,1.33423,1.3346,1.33348,1.33399,2986,11,0
1745848800,1.33399,1.33419,1.33311,1.33377,2940,10,0
1745852400,1.33382,1.33535,1.33374,1.3342100000000001,3836,10,0
1745856000,1.33423,1.3369900000000001,1.33405,1.33662,4527,10,0
1745859600,1.3366500000000001,1.34198,1.33639,1.33922,5501,10,0
1745863200,1.33922,1.33998,1.33801,1.33927,4206,10,0
1745866800,1.33928,1.3418,1.33923,1.34123,4214,10,0
1745870400,1.34123,1.34243,1.34104,1.34111,3484,10,0
1745874000,1.34111,1.34266,1.3411,1.3425500000000001,2762,10,0
1745877600,1.3425500000000001,1.34419,1.34247,1.34386,2286,10,0
1745881200,1.34385,1.3443,1.34355,1.3442,1568,10,0
1745884800,1.34287,1.34387,1.34219,1.3431199999999999,484,68,0
1745888400,1.3431199999999999,1.3443399999999999,1.34281,1.3435000000000001,1948,11,0
1745892000,1.34349,1.34426,1.34291,1.34344,1958,11,0
1745895600,1.34345,1.34369,1.3424,1.34254,2715,11,0
1745899200,1.34254,1.34311,1.34161,1.34204,2990,11,0
1745902800,1.34204,1.34422,1.34203,1.34223,3584,11,0
1745906400,1.34223,1.3424800000000001,1.34083,1.34124,3050,11,0
1745910000,1.34121,1.34148,1.33931,1.33952,2186,11,0
1745913600,1.33952,1.3409,1.33952,1.3408,2376,11,0
1745917200,1.34079,1.34181,1.34037,1.34096,3394,11,0
1745920800,1.34106,1.3422399999999999,1.34006,1.34215,4240,11,0
1745924400,1.34218,1.3425500000000001,1.34085,1.34104,3373,11,0
1745928000,1.34104,1.3412,1.33934,1.33948,2971,11,0
1745931600,1.33945,1.33984,1.33799,1.3382,2917,11,0
1745935200,1.3382,1.33926,1.33803,1.33832,2615,10,0
1745938800,1.33832,1.3414,1.33815,1.34091,3383,10,0
1745942400,1.34089,1.34168,1.33998,1.34067,4376,10,0
1745946000,1.3403800000000001,1.34207,1.33877,1.33887,5125,10,0
1745949600,1.33888,1.341,1.33878,1.33955,3678,10,0
1745953200,1.33955,1.34192,1.3395000000000001,1.34066,3754,10,0
1745956800,1.3406500000000001,1.3408,1.33968,1.33976,2918,10,0
1745960400,1.33975,1.3404099999999999,1.33926,1.3401100000000001,3034,10,0
1745964000,1.3401100000000001,1.34073,1.33962,1.34028,2418,10,0
1745967600,1.34029,1.34104,1.34019,1.3406799999999999,1452,10,0
1745971200,1.3396,1.34074,1.3396,1.3403,674,68,0
1745974800,1.3403,1.34122,1.3400699999999999,1.3409,1601,11,0
1745978400,1.34096,1.34138,1.34055,1.34113,1959,11,0
1745982000,1.34115,1.34143,1.33979,1.34016,2830,11,0
1745985600,1.34018,1.34109,1.33893,1.33908,3354,11,0
1745989200,1.33907,1.33971,1.33863,1.33895,2654,11,0
1745992800,1.33895,1.33947,1.33823,1.33835,2488,11,0
1745996400,1.33836,1.33951,1.33815,1.33903,2133,11,0
1746000000,1.33903,1.34008,1.33867,1.33999,2037,11,0
1746003600,1.33997,1.3406,1.33813,1.3401100000000001,3718,11,0
1746007200,1.3401,1.3401,1.33804,1.3384800000000001,3604,11,0
1746010800,1.33847,1.33879,1.33625,1.33667,4131,11,0
1746014400,1.3366799999999999,1.33739,1.33572,1.33601,3311,11,0
1746018000,1.33602,1.33653,1.33558,1.33568,3470,11,0
1746021600,1.33569,1.33687,1.3354,1.33563,3297,10,0
1746025200,1.33566,1.33666,1.33427,1.3351600000000001,5437,10,0
1746028800,1.33515,1.33527,1.33144,1.33224,4966,10,0
1746032400,1.33222,1.33582,1.3308499999999999,1.33552,6111,10,0
1746036000,1.33549,1.33579,1.33221,1.33412,5905,10,0
1746039600,1.33412,1.3348900000000001,1.33354,1.33459,3778,10,0
1746043200,1.33459,1.33575,1.3339400000000001,1.33399,3265,10,0
1746046800,1.3339699999999999,1.33518,1.3336299999999999,1.33382,3208,10,0
1746050400,1.33384,1.3345,1.33258,1.3328,2839,10,0
1746054000,1.33279,1.33308,1.33183,1.33282,2296,10,0
1746057600,1.3321399999999999,1.33303,1.33171,1.3323,602,68,0
1746061200,1.33229,1.33287,1.33213,1.3324500000000001,1740,11,0
1746064800,1.33247,1.33247,1.3317999999999999,1.33201,1945,11,0
1746068400,1.332,1.33261,1.33171,1.33185,2729,11,0
1746072000,1.33186,1.33189,1.33033,1.33073,2391,11,0
1746075600,1.33073,1.33164,1.33053,1.33135,1775,11,0
1746079200,1.33136,1.33162,1.32925,1.33005,2922,11,0
1746082800,1.33005,1.33027,1.32923,1.32929,2255,11,0
1746086400,1.32929,1.32949,1.3278400000000001,1.32886,2844,11,0
1746090000,1.32886,1.33007,1.3285,1.32893,3494,11,0
1746093600,1.32888,1.33068,1.32741,1.33051,3901,11,0
1746097200,1.3305,1.33328,1.33049,1.33244,3337,11,0
1746100800,1.33244,1.33311,1.3312300000000001,1.3315000000000001,3358,11,0
1746104400,1.3315000000000001,1.33382,1.33113,1.33376,2776,11,0
1746108000,1.33376,1.33449,1.3323,1.3323800000000001,3035,10,0
1746111600,1.33237,1.33396,1.33135,1.33156,4590,10,0
1746115200,1.33155,1.33266,1.3311,1.33229,4434,10,0
1746118800,1.33229,1.3326,1.3284,1.3295,6138,10,0
1746122400,1.32949,1.33006,1.32642,1.32722,4428,10,0
1746126000,1.32722,1.32835,1.32612,1.32803,3459,10,0
1746129600,1.32804,1.32805,1.3263,1.32661,2688,10,0
1746133200,1.32661,1.32862,1.3259699999999999,1.32772,3295,10,0
1746136800,1.32772,1.3284,1.32757,1.3278400000000001,2469,10,0
1746140400,1.3278400000000001,1.32835,1.32735,1.32778,1279,10,0
1746144000,1.3266499999999999,1.32793,1.32663,1.32697,662,68,0
1746147600,1.32703,1.32855,1.3269199999999999,1.32837,2188,11,0
1746151200,1.32837,1.3286,1.32798,1.32852,1567,11,0
1746154800,1.32852,1.32895,1.32729,1.32786,3461,11,0
1746158400,1.32785,1.32894,1.3275000000000001,1.32891,3733,11,0
1746162000,1.32891,1.3299699999999999,1.32891,1.3292,2731,11,0
1746165600,1.3292,1.331,1.32897,1.33095,2474,11,0
1746169200,1.33095,1.33131,1.33034,1.33073,3287,11,0
1746172800,1.33074,1.33212,1.33047,1.33118,3127,11,0
1746176400,1.33113,1.33205,1.3306499999999999,1.33114,3814,11,0
1746180000,1.33114,1.33182,1.32978,1.32987,4090,11,0
1746183600,1.32988,1.3299,1.3281800000000001,1.32913,3569,11,0
1746187200,1.32913,1.33152,1.32857,1.33099,4104,11,0
1746190800,1.33096,1.33105,1.3287,1.3289,3447,11,0
1746194400,1.32891,1.33068,1.32858,1.32937,3386,10,0
1746198000,1.32939,1.32978,1.32582,1.3290199999999999,6392,10,0
1746201600,1.32903,1.33301,1.32826,1.33199,6827,10,0
1746205200,1.33198,1.33293,1.33095,1.33206,6056,10,0
1746208800,1.33206,1.33281,1.32767,1.32803,4805,10,0
1746212400,1.32803,1.32966,1.32758,1.32829,4776,10,0
1746216000,1.32829,1.32935,1.3272599999999999,1.32767,3860,10,0
1746219600,1.32767,1.32813,1.32669,1.32733,3217,10,0
1746223200,1.32734,1.32832,1.32733,1.32769,1990,10,0
1746226800,1.32769,1.32786,1.32625,1.32704,1180,10,0
1746403200,1.3256999999999999,1.3259400000000001,1.3250899999999999,1.32585,207,98,0
1746406800,1.32585,1.32744,1.3258,1.32634,1984,11,0
1746410400,1.32635,1.32755,1.32608,1.3269199999999999,2512,11,0
1746414000,1.32693,1.32715,1.32611,1.32708,2790,11,0
1746417600,1.32709,1.3296700000000001,1.32708,1.32889,3857,11,0
1746421200,1.3289,1.33,1.32824,1.32971,2651,11,0
1746424800,1.32971,1.32972,1.32842,1.3288,2214,11,0
1746428400,1.3288,1.32958,1.32861,1.32948,2066,11,0
1746432000,1.32947,1.33061,1.32903,1.3293,2858,11,0
1746435600,1.32929,1.32975,1.32749,1.32799,4019,11,0
1746439200,1.32799,1.32913,1.32749,1.32801,3341,11,0
1746442800,1.32801,1.32915,1.32765,1.32813,3340,11,0
1746446400,1.32816,1.33037,1.32816,1.3302399999999999,3191,11,0
1746450000,1.3302399999999999,1.33093,1.32942,1.33066,2917,11,0
1746453600,1.33066,1.33247,1.33057,1.33159,3133,10,0
1746457200,1.33159,1.3335,1.33149,1.3330199999999999,3791,10,0
1746460800,1.33305,1.3336000000000001,1.33175,1.33215,3933,10,0
1746464400,1.33125,1.3316,1.3299400000000001,1.33057,5516,10,0
1746468000,1.33056,1.3308900000000001,1.32795,1.3281100000000001,3457,10,0
1746471600,1.3281100000000001,1.32813,1.32695,1.32735,3324,10,0
1746475200,1.32735,1.32831,1.32714,1.3277,2579,10,0
1746478800,1.3277,1.32903,1.32747,1.32882,2201,10,0
1746482400,1.32881,1.32991,1.32865,1.32925,2303,10,0
1746486000,1.32925,1.32983,1.32901,1.32953,1204,10,0
1746489600,1.32895,1.3295,1.32858,1.32882,391,68,0
1746493200,1.32896,1.32972,1.32889,1.32905,1352,11,0
1746496800,1.32905,1.32944,1.32882,1.32901,1063,11,0
1746500400,1.32901,1.32923,1.32667,1.3269,3328,11,0
1746504000,1.3268499999999999,1.32747,1.32595,1.32725,3962,11,0
1746507600,1.3272599999999999,1.32915,1.32708,1.32859,3355,11,0
1746511200,1.32859,1.3296299999999999,1.3282,1.32944,2913,11,0
1746514800,1.32941,1.33049,1.32935,1.33018,2202,11,0
1746518400,1.33019,1.33036,1.32855,1.32891,2585,11,0
1746522000,1.32891,1.33041,1.3284799999999999,1.3301,3638,11,0
1746525600,1.3301,1.33283,1.3301,1.33192,4796,11,0
1746529200,1.3318400000000001,1.33331,1.33135,1.33145,4719,11,0
1746532800,1.3314300000000001,1.33165,1.33073,1.3316,4126,11,0
1746536400,1.3316,1.33536,1.3313,1.33503,3535,11,0
1746540000,1.33503,1.33742,1.3348,1.33692,3355,10,0
1746543600,1.33692,1.34018,1.3364,1.33959,3715,10,0
1746547200,1.33959,1.3396,1.33796,1.3385,4331,10,0
1746550800,1.3385,1.33968,1.33648,1.33711,4988,10,0
1746554400,1.33711,1.33721,1.33561,1.33667,3797,10,0
1746558000,1.33667,1.33697,1.3351,1.33576,3949,10,0
1746561600,1.33579,1.33777,1.33559,1.33655,3152,10,0
1746565200,1.33657,1.33762,1.3359,1.33755,2648,10,0
1746568800,1.33754,1.33861,1.33713,1.33784,2317,10,0
1746572400,1.33782,1.33811,1.33567,1.33671,1900,10,0
1746576000,1.33621,1.33773,1.33572,1.33681,1195,85,0
1746579600,1.33711,1.33776,1.33445,1.33491,3338,11,0
1746583200,1.3349199999999999,1.3356,1.3343,1.3351600000000001,2426,11,0
1746586800,1.33515,1.33601,1.33327,1.3351199999999999,4604,11,0
1746590400,1.3351199999999999,1.33615,1.3335,1.33509,4629,11,0
1746594000,1.33505,1.33535,1.33398,1.33449,3951,11,0
1746597600,1.3345,1.3348900000000001,1.33375,1.33454,2962,11,0
1746601200,1.33454,1.3354300000000001,1.3341,1.33419,2430,11,0
1746604800,1.33419,1.336,1.33402,1.33568,2903,11,0
1746608400,1.33569,1.3366799999999999,1.33526,1.3364099999999999,3504,11,0
1746612000,1.3364,1.3364,1.33442,1.3351600000000001,4292,11,0
1746615600,1.33517,1.33567,1.33349,1.33354,4033,11,0
1746619200,1.33352,1.33386,1.33222,1.3333,3538,11,0
1746622800,1.3333,1.33504,1.33321,1.3345099999999999,2653,11,0
1746626400,1.33452,1.33574,1.3343099999999999,1.33473,2821,10,0
1746630000,1.33473,1.3367499999999999,1.33456,1.33661,3230,10,0
1746633600,1.33661,1.3370600000000001,1.3357299999999999,1.3363399999999999,3771,10,0
1746637200,1.33635,1.3376299999999999,1.33567,1.33654,3837,10,0
1746640800,1.33655,1.33663,1.33379,1.33423,3726,10,0
1746644400,1.33423,1.33511,1.33321,1.33474,2986,10,0
1746648000,1.33474,1.33486,1.33286,1.33305,2386,10,0
1746651600,1.33305,1.33525,1.3300100000000001,1.33215,6839,11,0
1746655200,1.33219,1.33224,1.32891,1.3296299999999999,5791,10,0
1746658800,1.3296299999999999,1.32976,1.32793,1.32919,2158,10,0
1746662400,1.32854,1.32938,1.32847,1.32921,485,68,0
1746666000,1.32926,1.32946,1.32852,1.32866,1631,11,0
1746669600,1.32865,1.32949,1.32864,1.32897,1416,11,0
1746673200,1.32901,1.3306499999999999,1.32892,1.32951,3161,11,0
1746676800,1.32951,1.33443,1.3293,1.33416,4579,11,0
1746680400,1.33414,1.33514,1.33323,1.33417,3530,11,0
1746684000,1.33417,1.33556,1.33413,1.33444,2912,11,0
1746687600,1.33444,1.33468,1.33308,1.33314,2247,11,0
1746691200,1.33315,1.33323,1.33009,1.3321399999999999,4047,11,0
1746694800,1.33213,1.33217,1.32764,1.3281800000000001,5210,11,0
1746698400,1.3281800000000001,1.32912,1.32664,1.3289900000000001,4884,11,0
1746702000,1.329,1.32948,1.32606,1.32656,4799,11,0
1746705600,1.32656,1.32803,1.32603,1.32751,3583,11,0
1746709200,1.32751,1.32949,1.32615,1.3262,3560,11,0
1746712800,1.32619,1.33325,1.32395,1.33254,5021,11,0
1746716400,1.33253,1.33417,1.33186,1.33234,4838,10,0
1746720000,1.33233,1.33443,1.33233,1.33348,4490,10,0
1746723600,1.33345,1.33448,1.3306200000000001,1.33081,4708,10,0
1746727200,1.3308900000000001,1.33169,1.3272300000000001,1.3283800000000001,6092,10,0
1746730800,1.32837,1.32853,1.32612,1.32653,4905,10,0
1746734400,1.32653,1.32668,1.32455,1.32575,3496,10,0
1746738000,1.32575,1.32616,1.32483,1.3250600000000001,2592,10,0
1746741600,1.32505,1.3253300000000001,1.32359,1.32436,3000,10,0
1746745200,1.32435,1.32478,1.32371,1.32453,1276,10,0
1746748800,1.32389,1.32497,1.32389,1.3244799999999999,913,68,0
1746752400,1.32465,1.3250600000000001,1.32443,1.32496,1403,11,0
1746756000,1.32496,1.32497,1.3232300000000001,1.32386,1726,11,0
1746759600,1.32391,1.32427,1.32189,1.32393,3306,11,0
1746763200,1.3239,1.3241399999999999,1.32236,1.32253,3570,11,0
1746766800,1.32252,1.32342,1.3211300000000001,1.32332,3724,11,0
1746770400,1.32332,1.3241800000000001,1.32293,1.3231,3180,11,0
1746774000,1.3231,1.32382,1.32303,1.32356,2451,11,0
1746777600,1.32355,1.32412,1.32232,1.32408,3020,11,0
1746781200,1.32408,1.32463,1.32337,1.32415,3248,11,0
1746784800,1.32415,1.32688,1.3241,1.32614,3679,11,0
1746788400,1.32618,1.32707,1.32534,1.32697,2971,11,0
1746792000,1.32697,1.32782,1.32614,1.32678,3115,11,0
1746795600,1.32679,1.32775,1.32621,1.32683,2782,11,0
1746799200,1.32682,1.3285,1.3265,1.32759,3336,10,0
1746802800,1.32759,1.32865,1.3272,1.3284799999999999,2845,10,0
1746806400,1.3284500000000001,1.32968,1.32833,1.32866,3638,10,0
1746810000,1.32866,1.33169,1.32836,1.33037,4186,10,0
1746813600,1.33037,1.3315000000000001,1.32929,1.33149,3494,10,0
1746817200,1.3315000000000001,1.3322,1.33044,1.3306499999999999,2642,10,0
1746820800,1.3306200000000001,1.33183,1.33017,1.33145,2290,10,0
1746824400,1.33145,1.3317,1.3309199999999999,1.33144,1956,10,0
1746828000,1.33144,1.33149,1.33026,1.33112,1546,10,0
1746831600,1.3311,1.3311,1.3296000000000001,1.3300100000000001,1217,10,0
